movie_title,country,language,genres,color,content_rating,plot_keywords,director_name,actor_1_name,actor_2_name,actor_3_name
Unfaithful ,USA,English,Drama|Thriller,Color,R,erotic thriller|infidelity|marital infidelity|unfaithfulness|wife's lover murdered by husband,Adrian Lyne,Olivier Martinez,Erik Per Sullivan,Chad Lowe
Resident Evil: Apocalypse ,Germany,English,Action|Horror|Sci-Fi|Thriller,Color,R,cover up|monster|strong female character|strong female lead|zombie apocalypse,Alexander Witt,Milla Jovovich,Thomas Kretschmann,Mike Epps
The Book of Life ,USA,English,Adventure|Animation|Comedy|Family|Fantasy|Romance,Color,PG,afterlife|bullfight|bullfighting|love triangle|mexico,Jorge R. Gutiérrez,Channing Tatum,Hector Elizondo,Ana de la Reguera
Absolute Power ,USA,English,Action|Crime|Drama|Thriller,Color,R,death|death of wife|murder|thief|violence,Clint Eastwood,Clint Eastwood,Mark Margolis,Scott Glenn
Firewall ,USA,English,Crime|Thriller,Color,PG-13,architect|bank|cayman islands|meeting|murder,Richard Loncraine,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub
The Game ,USA,English,Drama|Mystery|Thriller,Color,R,birthday|falling through a glass roof|game|hitchcockian|suicide,David Fincher,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet
G.I. Jane ,USA,English,Action|Drama|War,Color,R,feminism|hit in the crotch|kicked in the crotch|kicked in the testicles|navy,Ridley Scott,Viggo Mortensen,Demi Moore,John Michael Higgins
Into the Storm ,USA,English,Action|Thriller,Color,PG-13,danger|graduation|storm|teenage boy|tornado,Steven Quale,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence
The Judge ,USA,English,Crime|Drama,Color,R,courtroom|dysfunctional family|indiana|lawyer|trial,David Dobkin,Robert Downey Jr.,Robert Duvall,Leighton Meester
Silent Hill ,Canada,English,Adventure|Horror|Mystery,Color,R,gothic|police|police officer|silent hill|sleepwalking,Christophe Gans,Radha Mitchell,Deborah Kara Unger,Alice Krige
The Replacements ,USA,English,Comedy|Sport,Color,PG-13,coach|football player|misfits|strike|sumo wrestler,Howard Deutch,Keanu Reeves,Jon Favreau,Faizon Love
The Negotiator ,Germany,English,Action|Crime|Drama|Mystery|Thriller,Color,R,hostage|innocence|murder|negotiator|police,F. Gary Gray,Kevin Spacey,Michael Cudlitz,Siobhan Fallon Hogan
Beverly Hills Cop III ,USA,English,Action|Comedy|Crime|Thriller,Color,R,california|counterfeit|counterfeit money|money|theme park,John Landis,Louis Lombardi,Jon Tenney,Gilbert R. Hill
Gremlins 2: The New Batch ,USA,English,Comedy|Fantasy|Horror,Color,PG-13,gremlin|horror host|hulk hogan|monster|skyscraper,Joe Dante,Christopher Lee,Robert Picardo,Phoebe Cates
The Peacemaker ,USA,English,Action|Thriller,Color,R,nuclear explosion|nuclear weapon|russia|train|train crash,Mimi Leder,Armin Mueller-Stahl,Holt McCallany,Marcel Iures
Out of Time ,USA,English,Crime|Drama|Romance|Thriller,Color,R,cancer|florida|insurance|life insurance policy|small town,Carl Franklin,Denzel Washington,Sanaa Lathan,John Billingsley
Bridget Jones: The Edge of Reason ,UK,English,Comedy|Drama|Romance,Color,R,american actress playing british character|intern|prison|six word title|thailand,Beeban Kidron,Colin Firth,Jim Broadbent,Celia Imrie
The Beach ,USA,English,Adventure|Drama|Thriller,Color,R,love|map|paradise|thailand|travel,Danny Boyle,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills
The Adventures of Sharkboy and Lavagirl 3-D ,USA,English,Action|Adventure|Family|Fantasy,Color,PG,boy|bully|dream|dream sequence|planet,Robert Rodriguez,Taylor Lautner,Kristin Davis,Taylor Dooley
On Deadly Ground ,USA,English,Action|Adventure|Thriller,Color,R,environmental|murder|oil|oil spill|tribe,Steven Seagal,Mike Starr,Joan Chen,Sven-Ole Thorsen
Ninja Assassin ,USA,English,Action|Crime|Thriller,Color,R,critically bashed|kung fu|martial artist|martial arts|ninja,James McTeigue,Shô Kosugi,Ben Miles,Rain
Raising Helen ,USA,English,Comedy|Drama|Romance,Color,PG-13,fashion show|female protagonist|love|pastor|queens new york city,Garry Marshall,Amber Valletta,Felicity Huffman,Spencer Breslin
For Love of the Game ,USA,English,Drama|Romance|Sport,Color,PG-13,baseball|baseball movie|detroit tigers|perfect game|pitcher,Sam Raimi,J.K. Simmons,Kelly Preston,Carmine Giovinazzo
Marmaduke ,USA,English,Comedy|Family,Color,PG,dog|great dane|rivalry|talking animal|talking cat,Tom Dey,Emma Stone,Judy Greer,Steve Coogan
Striptease ,USA,English,Comedy|Crime|Drama|Thriller,Color,R,bouncer|breasts|congressman|private dancer|stripper,Andrew Bergman,Demi Moore,Rumer Willis,Paul Guilfoyle
Hereafter ,USA,English,Drama|Fantasy,Color,PG-13,death|france|near death experience|tsunami|twin brother,Clint Eastwood,Matt Damon,Jay Mohr,Cécile De France
Murder by Numbers ,USA,English,Crime|Mystery|Thriller,Color,R,disposing of a dead body|high school student|murder|sociopath|teenage boy,Barbet Schroeder,Ryan Gosling,Chris Penn,Agnes Bruckner
Assassins ,France,English,Action|Crime|Thriller, Black and White,R,assassin|floppy disk|modem|rival|russian,Richard Donner,Muse Watson,Sylvester Stallone,Kelly Rowan
Zoolander 2 ,USA,English,Comedy,Color,PG-13,chosen one|fashion|fashion model|model|retired,Ben Stiller,Milla Jovovich,Will Ferrell,Justin Theroux
Hannibal Rising ,UK,English,Crime|Drama|Thriller,Color,R,aunt|cannibalism|faked death|medical student|revenge,Peter Webber,Li Gong,Stephen Walters,Richard Brake
The Story of Us ,USA,English,Comedy|Drama|Romance,Color,R,four word title|husband wife relationship|male rear nudity|marriage|summer camp,Rob Reiner,Bruce Willis,Tim Matheson,Rita Wilson
The Host ,USA,English,Action|Adventure|Romance|Sci-Fi|Thriller,Color,PG-13,alien|alien creature|body snatching|desert|parasite,Andrew Niccol,J.D. Evermore,Chandler Canterbury,Rachel Roberts
Basic ,Germany,English,Action|Crime|Drama|Mystery|Thriller,Color,R,2000s|army|military crime|necklace yanked off|panama,John McTiernan,Connie Nielsen,Harry Connick Jr.,Tim Daly
Run All Night ,USA,English,Action|Crime|Drama|Thriller,Color,R,death|drug dealer|limousine|limousine driver|one night,Jaume Collet-Serra,Liam Neeson,Common,Bruce McGill
Blood Work ,USA,English,Action|Crime|Drama|Mystery|Thriller,Color,R,boat|heart transplant|murder|serial killer|sister,Clint Eastwood,Clint Eastwood,Anjelica Huston,Rick Hoffman
The International ,USA,English,Action|Crime|Drama|Mystery|Thriller,Color,R,bank|chase|district attorney|interpol|murder,Tom Tykwer,Naomi Watts,Brían F. O'Byrne,Armin Mueller-Stahl
Escape from L.A. ,USA,English,Action|Adventure|Sci-Fi|Thriller,Color,R,escape|island|los angeles california|machismo|president's daughter,John Carpenter,Steve Buscemi,Valeria Golino,Michelle Forbes
The Life Aquatic with Steve Zissou ,USA,English,Adventure|Comedy|Drama,Color,R,expedition|oceanographer|sea|shark|team,Wes Anderson,Bill Murray,Anjelica Huston,Matthew Gray Gubler
Your Highness ,USA,English,Adventure|Comedy|Fantasy,Color,R,knight|prince|quest|rescue|thong bikini,David Gordon Green,Natalie Portman,Zooey Deschanel,James Franco
Dream House ,USA,English,Drama|Mystery|Thriller,Color,PG-13,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,Jim Sheridan,Naomi Watts,Gregory Smith,Sarah Gadon
Free State of Jones ,USA,English,Action|Biography|Drama|History|War,Color,R,american civil war|civil war|u.s. civil war,Gary Ross,Matthew McConaughey,Donald Watkins,Jessica Collins
Gamer ,USA,English,Action|Sci-Fi|Thriller,Color,R,battle|convict|death|mind control|role playing,Mark Neveldine,Gerard Butler,Logan Lerman,Alison Lohman
The Life of David Gale ,USA,English,Crime|Drama|Thriller,Color,R,activist|death|death row|murder|texas,Alan Parker,Kevin Spacey,Kate Winslet,Matt Craven
Beautiful Creatures ,USA,English,Drama|Fantasy|Romance,Color,PG-13,dream|escape|magic|magic spell|small town,Richard LaGravenese,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince
Into the Blue ,USA,English,Action|Adventure|Crime|Thriller,Color,PG-13,bahamas|blood splatter|cocaine|hairy chest|shark,John Stockwell,Paul Walker,James Frain,Ashley Scott
Eastern Promises ,USA,English,Crime|Mystery|Thriller,Color,R,male pubic hair|pubic hair|russian|sex scene|turkish bath,David Cronenberg,Viggo Mortensen,Naomi Watts,Raza Jaffrey
Baby's Day Out ,USA,English,Adventure|Comedy|Crime|Drama|Family,Color,PG,baby|baby boy|kidnapping|kidnapping a child|taxi,Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon
The Messenger: The Story of Joan of Arc ,France,English,Adventure|Biography|Drama|History|War,Color,R,cathedral|dauphin|france|trial|wartime rape,Luc Besson,Paul Brooke,David Bailie,Rab Affleck
Fair Game ,USA,English,Biography|Drama|Thriller,Color,PG-13,bush administration|cia|interview|iraq|new york times,Doug Liman,Naomi Watts,Ty Burrell,Brooke Smith
Drive Angry ,USA,English,Action|Fantasy|Thriller,Color,R,baby|cult|oklahoma|sex scene|waitress,Patrick Lussier,Nicolas Cage,Billy Burke,Katy Mixon
Mad City ,USA,English,Crime|Drama|Thriller,Color,PG-13,hostage|museum|natural history museum|news reporter|reporter,Costa-Gavras,Mia Kirshner,Blythe Danner,William Atherton
The Scarlet Letter ,USA,English,Drama|Romance,Color,R,17th century|adultery|letter|pubic hair|swimming,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore
Domino ,France,English,Action|Biography|Crime|Drama|Thriller,Color,R,bounty hunter|fbi|female bounty hunter|female nudity|reality show,Tony Scott,Ian Ziering,Mo'Nique,Edgar Ramírez
Jade ,USA,English,Crime|Drama|Thriller,Color,R,blackmail|investigation|murder|panties pulled down|prostitution,William Friedkin,Michael Biehn,Chazz Palminteri,Linda Fiorentino
Street Fighter: The Legend of Chun-Li ,Canada,English,Action|Crime|Drama|Mystery|Thriller,Color,PG-13,chun li|crime fighter|gangster|mobster|rescue,Andrzej Bartkowiak,Chris Klein,Robin Shou,Josie Ho
Death to Smoochy ,UK,English,Comedy|Crime|Drama|Thriller,Color,R,children|children's tv show|money|revenge|scandal,Danny DeVito,Robin Williams,Vincent Schiavelli,Danny Woodburn
The Big Bounce ,USA,English,Comedy|Crime,Color,PG-13,breasts|consensual sex|female nudity|judge|surfer,George Armitage,Morgan Freeman,Andrew Wilson,Willie Nelson
What Planet Are You From? ,USA,English,Comedy|Sci-Fi,Color,R,alien|baby|banker|pregnancy|question in title,Mike Nichols,Judy Greer,Linda Fiorentino,Garry Shandling
Child 44 ,Czech Republic,English,Crime|Drama|Thriller,Color,R,child murderer|murder|sex|soviet union|woman slaps a man,Daniel Espinosa,Tom Hardy,Fares Fares,Michael Nardone
The One ,USA,English,Action|Sci-Fi|Thriller,Color,PG-13,fight|multiverse|police|police officer|prison,James Wong,Jason Statham,Jet Li,Delroy Lindo
Chappie ,USA,English,Action|Crime|Drama|Sci-Fi|Thriller,Color,R,artificial intelligence|consciousness|future|mind uploading|robot,Neill Blomkamp,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo
The Adventures of Ford Fairlane ,USA,English,Action|Adventure|Comedy|Crime|Music|Mystery,Color,R,detective|groupie|murder|music industry|rock n roll,Renny Harlin,Lauren Holly,Gilbert Gottfried,David Patrick Kelly
Anna Karenina ,UK,English,Drama|Romance,Color,R,dance|infidelity|marriage|russia|russian,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen
Indiana Jones and the Last Crusade ,USA,English,Action|Adventure|Fantasy,Color,PG-13,castle|diary|holy grail|map|nazi,Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody
Traffic ,USA,English,Crime|Drama|Thriller,Color,R,cocaine|drug smuggling|interlinked stories|judge|mexico,Steven Soderbergh,Michael O'Neill,Jacob Vargas,James Lew
Panic Room ,USA,English,Crime|Drama|Thriller,Color,R,brownstone|burglar|money|panic|panic room,David Fincher,Kristen Stewart,Dwight Yoakam,Mel Rodriguez
Taken 3 ,France,English,Action|Thriller,Color,PG-13,betrayal|death|final showdown|murder|on the run,Olivier Megaton,Liam Neeson,Dougray Scott,Jon Gries
The Thomas Crown Affair ,USA,English,Crime|Romance|Thriller,Color,R,art|insurance investigator|martinique|painting|trust,John McTiernan,Mark Margolis,Faye Dunaway,Denis Leary
The Bone Collector ,USA,English,Crime|Drama|Mystery|Thriller,Color,R,new york city|police|quadriplegic|serial killer|suicide,Phillip Noyce,Denzel Washington,Angelina Jolie Pitt,Leland Orser
Three Kings ,USA,English,Action|Adventure|Comedy|Drama|War,Color,R,gold|gulf war|iraq|kuwait|map,David O. Russell,Judy Greer,Jamie Kennedy,Mykelti Williamson
The Tooth Fairy ,USA,English,Horror|Thriller,Color,R,bare breasts|genital dismemberment|mulching someone|tooth fairy|woodchipper,Chuck Bowman,P.J. Soles,Lochlyn Munro,Steve Bacic
Rat Race ,Canada,English,Adventure|Comedy,Color,PG-13,casino|locker|money|museum|race,Jerry Zucker,Corinna Harney,Douglas Haase,Vince Vieluf
3:10 to Yuma ,USA,English,Adventure|Crime|Drama|Western,Color,R,outlaw|rancher|small western town|stagecoach|train,James Mangold,Christian Bale,Logan Lerman,Gretchen Mol
K-PAX ,USA,English,Drama|Mystery|Sci-Fi,Color,PG-13,extraterrestrial|hospital|patient|planet|science,Iain Softley,Kevin Spacey,Jeff Bridges,Alfre Woodard
Kate & Leopold ,USA,English,Comedy|Fantasy|Romance,Color,PG-13,bridge|brooklyn bridge|falling down an elevator shaft|time travel|time travel romance,James Mangold,Hugh Jackman,Natasha Lyonne,Bradley Whitford
Bedazzled ,USA,English,Comedy|Fantasy|Romance,Color,PG-13,contract|devil|dream|soul|wish,Harold Ramis,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray
Out of Sight ,USA,English,Crime|Drama|Romance|Thriller,Color,R,heist|neo noir|one last job|opposites attract|u.s. marshal,Steven Soderbergh,Don Cheadle,Albert Brooks,Keith Hudson
The Cotton Club ,USA,English,Crime|Drama|Music,Color,R,brothers hugging|jazz|jealousy|nudity|parole violation,Francis Ford Coppola,Nicolas Cage,Bob Hoskins,Fred Gwynne
The Infiltrator ,UK,English,Biography|Crime|Drama|Thriller,Color,R,based on novel,Brad Furman,Joseph Gilgun,Amy Ryan,Olympia Dukakis
Dick Tracy ,USA,English,Action|Comedy|Crime|Music|Romance|Thriller,Color,PG,crime boss|detective|dick tracy|gangster|orphan,Warren Beatty,Charlie Korsmo,Warren Beatty,Seymour Cassel
The Cable Guy ,USA,English,Comedy|Drama|Thriller,Color,PG-13,cable guy|foreplay|friend|kissing|television,Ben Stiller,Matthew Broderick,Janeane Garofalo,Andy Dick
Earth ,India,Hindi,Drama|Romance|War,Color,Unrated,friend|hindu|india|muslim|sikh,Deepa Mehta,Nandita Das,Gulshan Grover,Eric Peterson
Riding in Cars with Boys ,USA,English,Biography|Comedy|Drama,Color,PG-13,boy|college|heroin|working class|writer,Penny Marshall,Rosie Perez,Adam Garcia,Alissa Dean
Happily N'Ever After ,USA,English,Adventure|Animation|Comedy|Family|Fantasy,Color,PG,apostrophe in title|cinderella|first of series|punctuation in title|three word title,Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen
Solaris ,Soviet Union,Russian,Drama|Mystery|Sci-Fi, Black and White,PG,hallucination|ocean|psychologist|scientist|space station,Andrei Tarkovsky,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk
Jonah Hex ,USA,English,Action|Drama|Fantasy|Thriller|Western,Color,PG-13,confederate|death|independence day|military|terrorist,Jimmy Hayward,Michael Fassbender,Billy Blair,Julia Jones
Mary Reilly ,USA,English,Drama|Horror|Romance|Thriller,Color,R,19th century|butler|housemaid|laboratory|servant,Stephen Frears,Julia Roberts,Bronagh Gallagher,George Cole
My Best Friend's Wedding ,USA,English,Comedy|Romance,Color,PG-13,best friend|chick flick|male female friendship|promise|wedding,P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett
America's Sweethearts ,USA,English,Comedy|Romance,Color,PG-13,actor|love|movie star|press|publicist,Joe Roth,Julia Roberts,Rainn Wilson,Larry King
Star Trek: First Contact ,USA,English,Action|Adventure|Drama|Sci-Fi|Thriller,Color,PG-13,21st century|borg|borg sphere|captain|sphere,Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes
Insomnia ,USA,English,Drama|Mystery|Thriller,Color,R,detective|insomnia|murder|partner|police,Christopher Nolan,Al Pacino,Maura Tierney,Crystal Lowe
Courage Under Fire ,USA,English,Action|Drama|Mystery|Thriller|War,Color,R,bravery|honor|medal of honor|military life|unreliable flashback,Edward Zwick,Denzel Washington,Matt Damon,Scott Glenn
Inchon ,South Korea,English,Drama|History|War,Color,PG,1950s|douglas macarthur|general|inchon|invasion,Terence Young,Laurence Olivier,Ben Gazzara,Jacqueline Bisset
Liar Liar ,USA,English,Comedy|Fantasy|Romance,Color,PG-13,birthday|birthday wish|father disappoints child|lie|workaholic,Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb
A Bug's Life ,USA,English,Adventure|Animation|Comedy|Family|Fantasy,Color,G,ant|circus|grasshopper|misunderstanding|overhearing,John Lasseter,Kevin Spacey,Madeline Kahn,John Ratzenberger
Taken 2 ,France,English,Action|Crime|Thriller,Color,PG-13,albanian|revenge|revenge motive|teenage daughter|vacation,Olivier Megaton,Liam Neeson,Luke Grimes,D.B. Sweeney
The Flintstones ,USA,English,Comedy|Family|Fantasy,Color,PG,1000000 b.c.|box office hit|lawn mowing|product placement|stone age,Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman
Scary Movie 3 ,USA,English,Comedy,Color,PG-13,crop circle|farm|orchestral music score|reference to michael jackson|videotape,David Zucker,Regina Hall,Pamela Anderson,Jenny McCarthy
Miss Congeniality ,USA,English,Action|Comedy|Crime|Romance,Color,PG-13,beauty pageant|fbi|female agent|pageant|undercover,Donald Petrie,Candice Bergen,Wendy Raquel Robinson,Heather Burns
Journey to the Center of the Earth ,USA,English,Action|Adventure|Family|Fantasy|Sci-Fi,Color,PG,cave|lost world|missing brother|mountain|venus flytrap,Eric Brevig,Josh Hutcherson,Brendan Fraser,Anita Briem
The Pelican Brief ,USA,English,Crime|Drama|Mystery|Thriller,Color,PG-13,college professor|fbi|president|professor|supreme court,Alan J. Pakula,Denzel Washington,Julia Roberts,Tony Goldwyn
The Princess Diaries 2: Royal Engagement ,USA,English,Comedy|Family|Romance,Color,G,coronation|horse|princess|queen|side saddle,Garry Marshall,Anne Hathaway,Raven-Symoné,Hector Elizondo
The Bucket List ,USA,English,Adventure|Comedy|Drama,Color,PG-13,billionaire|friend|hospital|list|mechanic,Rob Reiner,Morgan Freeman,Noel Gugliemi,Sean Hayes
The Client ,USA,English,Crime|Drama|Mystery|Thriller,Color,PG-13,boy|brother|lawyer|mafia|senator,Joel Schumacher,Bradley Whitford,Anthony LaPaglia,Brad Renfro
The Muppets ,USA,English,Adventure|Comedy|Family|Musical,Color,PG,bel air california|book|friends who live together|the muppets|tribute band,James Bobin,Bill Cobbs,Eric Jacobson,Steve Whitmire
